Loyalty Number,Churn,f.score,r.score
370842,0,6,8
703249,0,3,8
590989,0,4,8
836112,0,6,8
776782,0,3,8
477362,0,5,8
117460,0,5,8
454665,0,0,0
969500,0,5,8
128467,0,7,8
825165,0,4,8
226866,0,4,8
844959,0,5,8
628431,0,6,8
746580,1,1,1
969092,0,8,8
510329,0,6,8
192685,0,5,8
616162,0,6,8
105552,0,5,8
263068,0,3,8
638466,0,1,1
943602,1,2,8
969350,0,5,8
465424,0,3,8
164034,0,4,8
684123,0,10,8
883174,1,7,8
621190,0,6,8
402964,0,5,8
104103,0,5,8
170791,0,8,8
336817,0,2,8
171691,1,3,8
672570,0,7,8
661150,1,7,8
237319,0,2,8
936305,0,5,8
831404,0,4,8
684934,0,4,6
833754,0,1,7
276947,1,5,8
763071,0,6,8
989986,0,6,8
399251,0,7,8
718764,0,8,8
743481,1,0,0
944980,0,6,8
644374,0,5,8
738279,0,6,8
889786,0,5,8
991627,0,1,8
432392,0,6,8
809404,0,6,8
452459,1,4,5
452208,0,5,8
248620,0,6,8
320031,0,7,8
682980,1,2,2
527565,0,6,8
750171,0,7,8
961837,0,6,8
105712,0,5,8
750862,0,4,8
374401,0,5,8
824076,0,0,0
721713,0,3,8
227433,1,0,0
650801,1,0,0
757041,0,4,8
489371,0,7,8
698988,0,5,8
454720,0,5,8
885274,0,8,8
413798,0,8,8
767857,0,3,8
335324,0,5,8
952244,0,0,0
595747,0,5,8
146527,0,7,8
647393,0,0,0
112732,0,6,8
945703,0,3,8
819809,0,5,8
214030,0,7,8
646198,1,2,6
142649,1,0,0
428162,0,6,8
221627,1,0,0
535183,1,2,3
698505,0,5,8
867327,0,7,8
268789,0,5,8
104732,0,6,8
759322,0,5,8
760077,0,0,0
329214,0,6,8
496357,0,6,8
851982,0,5,8
668510,0,7,8
210870,0,3,8
840021,0,5,8
697162,0,3,8
365596,0,6,8
923799,0,5,8
898417,0,6,8
164512,0,5,8
790940,0,0,0
539739,1,3,8
662848,0,7,8
929707,0,1,8
148234,0,5,8
999788,1,2,4
623327,0,4,8
904410,0,0,0
494885,0,7,8
718454,0,1,8
553396,0,6,8
863384,0,7,8
444085,0,7,8
743835,0,7,8
113040,0,5,8
540756,0,4,8
225576,0,4,8
912352,0,2,7
775440,0,7,8
636673,0,5,8
937849,1,1,1
262717,0,5,8
532759,0,4,8
453466,0,3,8
213297,0,6,8
758328,0,3,4
254667,0,7,8
137020,0,1,8
795840,1,4,6
788555,0,1,8
867472,0,5,7
148111,0,0,0
600021,1,3,6
624935,0,6,8
760614,0,3,8
559483,0,6,8
208517,0,6,8
102376,0,3,8
332409,0,7,8
211625,0,7,8
611582,0,5,8
547217,1,0,0
876850,0,5,8
514523,0,2,8
954570,0,5,8
718516,0,4,8
118298,1,0,0
823257,1,2,6
368062,1,2,3
472488,1,3,3
549540,0,6,8
421580,0,6,7
998112,0,5,8
985516,0,6,8
484504,0,6,8
763591,0,6,8
601626,0,7,8
618302,0,5,8
149225,0,5,8
399417,0,7,7
482528,0,3,7
919951,0,7,8
979467,0,5,8
822696,0,5,8
810517,1,2,3
883963,0,7,8
815841,1,4,8
843642,0,5,8
222874,0,5,8
255653,0,5,8
606989,0,6,8
740326,0,1,8
763241,0,6,8
883065,0,5,8
844046,0,0,0
183023,0,1,8
948785,0,5,8
683664,0,2,8
294617,0,5,8
157816,0,6,8
556688,0,5,8
477295,0,5,8
891218,1,0,0
586870,0,5,8
748914,0,1,8
204535,1,0,0
170211,0,7,8
616226,0,6,8
533198,0,6,8
979389,0,7,8
420856,0,2,8
174044,0,5,8
576878,0,6,8
386979,1,3,7
591641,0,5,8
792103,0,7,8
132884,0,5,8
200802,0,4,8
754850,1,0,0
594598,0,8,8
320180,0,8,8
999911,0,0,0
582256,1,0,0
732377,0,1,8
966920,0,3,8
769669,0,4,7
767534,0,6,8
860724,0,6,8
918350,0,0,0
267930,0,3,4
934150,1,0,0
758927,0,3,8
426990,0,7,8
519677,0,7,8
302414,0,5,8
967462,0,5,8
350269,0,0,0
967966,0,6,8
698072,0,5,8
832864,0,5,8
846796,0,7,8
248138,0,5,8
902608,0,8,8
104541,0,6,8
263866,1,5,6
514530,0,5,8
940156,0,6,8
312530,0,7,8
347423,0,3,8
990077,0,6,8
571169,0,2,8
569313,0,6,8
872341,0,0,0
516271,1,8,8
920118,0,5,8
186020,0,5,8
247692,1,1,7
559342,0,4,8
639116,1,2,2
316982,0,4,8
321748,0,7,8
357589,0,6,8
483198,0,6,8
652501,0,7,8
622632,1,0,0
401062,0,2,8
451226,0,7,8
252628,0,0,0
379117,1,2,3
883852,0,5,8
735676,0,4,8
228273,0,7,8
863744,0,6,8
585271,0,4,8
833197,0,4,8
148690,0,6,8
221469,0,6,8
295138,0,4,8
115427,0,7,8
729293,0,6,8
309602,0,8,8
575434,0,6,8
823816,0,6,8
957571,0,7,8
303573,0,7,8
541741,0,5,8
351889,0,5,8
237312,0,2,8
118675,0,6,8
489628,0,3,8
705911,0,6,8
425826,0,1,8
698627,0,1,8
325599,0,4,8
358792,0,7,8
885682,0,5,8
333644,0,1,8
565690,1,4,7
662750,0,7,8
733608,0,5,8
618461,0,6,8
212602,0,2,8
885357,0,6,8
323068,0,6,8
464828,0,2,6
965482,0,5,8
394200,1,0,0
969617,0,3,8
846243,0,8,8
330562,0,3,8
882044,0,7,8
721300,0,5,8
904378,0,6,8
311762,0,7,8
209886,0,8,8
347987,0,2,8
221709,0,0,0
667798,0,1,8
965012,0,7,8
247050,0,5,8
463854,0,3,8
763224,0,2,8
628017,0,5,8
858445,0,6,8
348774,0,6,8
992930,0,5,8
340924,0,5,8
312774,0,5,8
633992,0,4,8
838160,0,7,8
160135,0,5,8
467685,0,1,8
100504,1,3,5
332823,0,5,8
530299,0,5,8
387695,0,5,8
234922,0,4,8
268307,0,5,8
407008,0,1,8
440699,0,1,8
939431,0,5,8
416127,0,4,7
672819,0,1,8
221595,0,1,8
958915,0,6,8
136169,0,7,8
105193,0,1,8
759017,0,7,8
860657,0,4,8
862212,0,5,8
162496,0,6,8
994443,0,6,8
528095,1,0,0
185531,1,2,3
280574,0,6,8
537887,0,3,8
543862,0,5,8
734752,0,4,8
428520,0,3,8
189329,0,5,8
567070,0,8,8
542574,0,1,8
134000,0,1,8
396863,0,4,8
134738,0,6,8
198499,0,9,8
989429,0,0,0
150291,0,5,8
231319,1,0,0
235092,0,7,8
283358,0,6,8
652781,0,0,0
749212,0,5,8
846125,0,7,8
781797,0,3,4
373737,1,4,4
235030,0,0,0
504802,0,6,8
845684,0,5,8
177199,0,0,0
460938,0,8,8
432655,0,5,8
152338,0,6,8
374344,0,4,8
744528,0,6,8
140191,0,3,8
755082,0,6,8
207492,0,6,8
436419,0,4,8
974777,0,7,8
672039,0,4,8
208553,0,5,8
561961,0,6,8
809587,0,6,8
121737,0,4,8
489592,1,1,2
198961,0,4,8
319123,0,6,8
122561,0,2,8
584405,0,6,8
544306,1,1,5
806008,0,5,8
112632,0,7,8
434098,0,7,8
511835,0,1,8
338125,0,1,8
288112,1,1,1
161241,0,5,8
517781,0,4,8
648077,0,6,8
671077,0,3,7
535892,0,6,8
973357,0,7,8
542287,0,5,8
966698,1,2,7
262586,0,5,8
355512,0,1,8
784710,0,2,8
983551,0,5,8
771353,1,4,4
738651,0,3,8
753994,0,8,8
300964,0,5,8
423119,1,3,6
336902,0,2,8
666667,0,4,8
431286,0,0,0
121351,1,4,6
184924,0,5,8
231755,0,6,8
268500,0,4,8
760424,0,6,8
603005,0,2,8
145988,0,6,8
760835,0,6,8
170965,0,6,8
898119,1,0,0
883755,0,4,7
589795,0,5,8
879812,1,0,0
128615,0,0,0
675506,0,3,8
913522,0,5,8
716019,0,2,8
765293,0,6,8
313602,0,8,8
382678,1,0,0
482567,0,1,8
794863,0,7,8
971987,0,7,8
361109,0,6,8
855506,0,6,8
725413,0,5,8
817375,0,6,8
811567,0,6,8
833793,1,3,7
856074,0,8,8
114018,0,5,8
715300,0,5,8
335162,0,7,8
219276,1,6,8
502012,0,7,8
414741,0,9,8
615529,0,5,8
631379,0,7,8
210236,0,5,7
170566,0,4,8
261187,0,3,8
861058,0,6,8
871074,0,6,8
704270,0,6,8
535587,0,5,8
348471,1,6,8
969342,0,5,8
264741,0,5,8
925353,0,7,8
491495,0,0,0
698390,0,5,8
693372,0,5,8
955448,0,3,8
103536,0,8,8
444237,0,6,8
562501,0,0,0
315361,0,6,8
459636,0,6,8
299419,0,5,8
819497,0,7,8
515634,0,3,8
950216,0,3,8
770524,0,1,8
375987,0,8,8
514616,1,3,7
550686,0,5,8
622324,0,5,8
232137,0,6,8
867046,0,1,8
585853,0,7,8
706106,0,5,8
486422,1,0,0
372353,0,6,8
772608,0,1,8
280602,1,0,0
144523,0,8,8
438746,0,6,8
628837,0,1,8
530666,0,6,8
959821,0,6,8
837932,0,7,8
570683,0,6,8
783610,1,2,5
268076,0,6,8
966389,0,6,8
413266,0,6,8
516674,0,4,8
933779,0,2,1
385747,0,0,0
540901,1,0,0
996997,0,7,8
530098,0,5,8
289134,0,0,0
904693,0,4,8
287799,0,5,8
945780,0,7,8
187435,0,4,8
789057,0,1,8
208787,0,6,8
282545,0,1,8
517945,0,8,8
445549,0,6,8
225930,0,5,8
967274,0,3,8
421748,0,7,8
852253,0,4,8
666504,0,7,8
775639,0,6,8
364372,0,0,0
383826,0,4,8
437598,0,6,8
610432,0,8,8
140769,0,0,0
472921,0,1,8
270935,0,8,8
817613,0,6,8
842279,0,5,8
221446,0,5,8
341549,0,5,8
366116,0,6,8
437288,0,4,8
672781,0,4,8
235857,0,5,8
883606,1,0,0
521545,0,6,8
797187,1,1,4
827190,0,5,8
381284,0,6,8
397377,0,4,8
309108,0,5,8
716371,1,0,0
122545,0,4,8
159227,0,6,8
698122,0,7,8
319378,0,7,8
366263,0,5,8
466781,0,2,8
537990,0,5,8
863751,0,4,8
194065,0,0,0
113874,0,3,8
758695,0,4,8
215639,0,2,8
953431,0,6,8
998820,0,7,8
400979,0,6,8
240963,0,5,8
943211,0,5,8
512219,0,6,8
953673,0,5,8
348238,1,2,6
347001,0,4,8
175387,0,3,6
180137,0,2,8
559124,0,7,8
242637,1,0,0
369392,0,5,8
921746,0,1,1
421458,0,8,8
886361,0,1,8
376572,0,4,8
917798,0,6,8
647214,0,6,8
264690,0,7,8
150909,0,6,8
686196,0,5,8
181607,0,2,8
526165,0,8,8
570406,0,6,8
828895,0,8,8
281571,0,6,8
610631,1,0,0
182531,0,4,6
115633,0,7,8
284419,0,3,8
793154,0,7,8
779427,0,5,8
475700,0,7,8
437251,1,2,4
981198,0,2,8
840135,0,3,8
158113,0,7,8
294396,0,5,8
114903,0,5,8
639613,0,7,8
817102,0,5,8
999304,1,2,2
552235,1,0,0
531868,0,6,8
826113,0,2,8
765202,0,5,8
136516,0,7,8
938628,0,6,8
965948,0,7,8
249982,0,7,8
606117,1,0,0
456095,0,6,8
805140,0,4,8
845061,0,7,8
346499,0,2,8
397817,0,7,8
716589,0,3,8
756043,0,0,0
757547,0,7,8
934604,0,6,8
325190,0,6,8
114307,0,5,8
809301,0,0,0
468380,0,0,0
444786,0,6,8
842770,0,5,8
633910,0,2,8
660958,0,6,8
233437,1,3,6
874158,0,2,8
150074,0,5,8
903379,0,7,8
782596,0,7,8
210498,0,6,8
494206,0,8,8
200681,0,7,8
585420,0,4,8
219747,0,5,8
353396,0,6,8
853272,0,7,8
467926,0,6,8
285631,0,5,8
651740,0,7,8
616500,0,5,8
628533,0,6,8
783438,0,1,8
622822,0,2,8
227796,0,7,8
328181,0,6,8
384686,0,6,8
536941,0,3,8
414584,0,8,8
329833,1,0,0
627191,1,2,2
855381,1,3,4
495369,0,3,8
263237,0,7,8
526784,0,8,8
714962,0,6,8
783300,0,5,8
830818,0,4,8
821117,0,9,8
837360,0,5,8
119731,0,6,8
720557,0,6,8
319387,0,5,8
290756,0,6,8
826556,0,1,8
479766,0,5,8
163058,0,8,8
491690,0,4,8
961978,0,7,8
299034,0,7,8
150004,0,5,8
549562,0,4,8
684371,0,7,8
317624,0,6,8
529988,0,0,0
835764,0,6,8
395300,1,0,0
391091,1,0,0
577844,0,7,8
166677,1,4,3
457797,0,6,8
579322,0,5,8
682194,0,6,8
719706,0,4,8
472807,1,1,1
348056,0,5,8
836295,1,1,2
608087,0,4,8
264733,0,7,8
618112,0,5,8
256502,0,7,8
564813,0,1,8
952434,1,0,0
793328,0,4,8
861156,0,6,8
749883,0,8,8
381471,0,0,0
797897,0,5,8
823665,0,5,8
903209,0,6,8
949406,0,6,8
552441,0,3,8
908404,1,5,7
592302,0,3,8
111286,0,5,8
432145,0,5,8
554155,0,5,8
473674,0,2,8
909106,0,2,8
708360,0,5,8
512522,0,7,8
838584,0,6,8
785992,0,7,8
889023,0,2,8
326803,0,6,8
182785,0,5,8
183456,0,3,8
799148,0,3,8
192141,0,6,8
821462,0,3,8
358054,1,2,3
738253,0,0,0
864084,0,7,8
841674,1,2,8
471706,0,6,8
584737,0,1,8
792915,0,6,8
959402,0,6,8
482169,0,5,8
491986,0,6,8
788325,0,3,8
920175,0,7,8
442192,0,5,7
812248,0,6,8
833233,0,7,8
744204,0,8,8
311346,0,7,8
525740,0,6,8
492011,0,6,8
415915,0,5,8
442418,0,4,8
127350,0,6,8
212128,0,4,8
470245,0,7,8
264409,0,3,7
302874,0,7,8
121930,0,1,8
199652,0,6,8
661469,0,5,8
787276,0,7,8
295064,0,5,8
172532,0,2,8
281737,1,2,8
324248,0,5,8
649918,0,1,8
773364,0,6,8
817932,0,3,8
472933,0,6,8
727072,1,0,0
415201,0,2,8
311841,0,3,8
592431,0,5,8
580212,0,4,8
975918,0,8,8
892199,0,6,8
588292,1,3,3
314558,1,0,0
309639,0,3,8
512284,0,5,8
232395,0,8,8
237274,0,6,8
208940,0,7,8
106623,0,1,8
819055,0,6,8
913060,0,5,8
414661,1,0,0
970576,0,3,8
210226,0,5,8
987122,0,6,8
285982,0,4,8
553018,0,0,0
341302,0,5,8
414033,0,6,8
951546,0,3,8
144402,0,6,8
588864,0,1,8
454985,0,5,8
370539,0,4,8
966797,0,6,8
595658,0,6,8
144977,0,7,8
300836,0,5,8
408378,0,2,8
575089,0,0,0
945974,0,8,8
947906,0,8,8
350587,0,7,8
829263,0,5,8
844949,1,0,0
296566,1,3,6
320980,0,2,8
409156,0,5,8
549444,0,6,8
633749,0,5,8
649961,0,6,8
401857,0,6,8
605803,0,8,8
359275,0,6,7
457456,0,7,8
532464,0,6,8
965254,0,2,8
161045,1,4,7
443865,0,5,8
489394,0,1,8
675936,0,6,8
423844,0,0,0
205156,0,7,8
653572,0,6,8
137858,1,3,7
597532,0,5,8
600309,0,3,8
907209,0,5,8
153582,0,3,8
149846,0,7,8
547016,0,6,8
147064,0,5,8
194762,0,0,0
227547,0,7,8
382271,0,6,8
109495,0,6,8
127039,0,7,8
722120,0,5,8
784847,0,6,8
716197,0,2,8
106037,0,8,8
896685,1,0,0
873169,0,6,8
209249,0,5,8
428903,0,6,8
542296,0,7,8
961639,0,5,8
868552,0,1,8
529922,0,7,8
919437,0,7,8
142855,0,4,8
282472,0,1,8
612995,0,4,8
883025,0,1,8
165550,0,7,8
190052,0,6,8
475974,0,6,8
355906,0,5,8
563076,0,6,8
894478,0,6,8
787875,0,7,8
828643,0,5,8
423686,0,6,8
265975,0,5,8
545889,0,0,0
952077,0,5,8
587867,0,5,8
862097,0,6,8
683487,0,5,8
524586,0,3,7
632097,0,6,8
105335,0,5,8
681961,1,0,0
306676,0,8,8
130217,1,1,2
263267,0,0,0
255425,0,6,8
286942,0,3,8
249693,0,8,8
849298,0,7,8
978712,0,1,8
642976,0,3,8
335964,0,5,8
755759,0,4,8
681887,0,8,8
678858,1,0,0
409741,0,7,8
505167,0,1,8
217772,0,3,8
261715,0,4,8
600563,0,6,8
487605,0,6,8
106592,0,7,8
525548,0,6,8
138653,0,1,8
642401,1,3,5
111034,0,7,8
629394,0,5,8
937922,0,5,8
674805,0,6,8
740577,0,4,8
481191,0,3,8
191537,0,5,8
609174,0,6,8
261077,0,7,8
671309,1,1,1
579883,0,3,8
523194,1,4,7
627568,1,2,2
920068,1,0,0
463146,1,2,5
792361,0,4,8
823208,0,5,8
467175,0,7,8
835377,0,4,8
110211,1,4,4
124056,0,5,8
904992,0,3,8
369035,0,6,8
619826,0,5,8
683470,0,7,8
825217,0,4,8
534481,0,5,8
691909,0,6,8
756891,0,7,8
445879,0,7,8
701645,0,3,8
959778,0,1,8
148382,0,3,8
544337,0,7,8
194482,0,5,8
364264,0,6,8
523897,0,7,8
907025,0,6,8
503242,0,1,8
694942,0,6,8
476539,0,5,8
272787,0,7,8
603077,0,5,8
227239,0,5,8
285579,0,6,8
628578,0,7,8
726268,0,4,8
483863,0,9,8
213841,0,5,8
179603,0,8,8
221721,0,5,8
336238,1,1,2
956946,0,8,8
317100,0,6,8
707114,0,6,8
722368,0,7,8
214661,0,5,8
855384,0,6,8
192136,0,5,8
365619,0,5,8
598711,0,4,8
670985,0,6,8
753887,0,5,8
124038,0,6,8
516242,0,6,8
187958,1,0,0
211966,0,5,8
677045,0,5,8
352034,1,0,0
238193,1,5,7
482370,0,1,8
816420,0,5,8
472532,0,7,8
750665,0,9,8
891927,1,0,0
344483,0,8,8
488188,0,5,8
667974,0,5,8
800220,0,3,8
972673,0,6,8
250194,0,0,0
659781,0,6,8
760196,0,6,8
187175,0,7,8
561981,1,3,4
812599,0,6,8
702161,0,2,8
352702,0,6,8
186469,0,1,8
380709,0,2,8
313473,0,7,8
562376,0,6,8
212209,0,6,8
469616,0,4,8
622801,1,0,0
740025,0,7,8
308202,0,2,8
973112,0,5,8
291509,0,5,8
228995,0,6,8
666222,0,8,8
560283,1,4,5
330870,0,2,8
394941,0,6,8
394715,0,7,8
828816,0,5,8
762971,0,2,8
400224,0,6,8
130208,0,7,8
950213,0,5,8
690969,0,5,8
775170,0,5,7
790178,0,6,8
517222,0,4,8
305604,1,2,2
683685,1,0,0
910645,0,2,8
834726,0,5,8
901578,0,4,8
565227,0,0,0
376630,1,2,3
527656,1,3,5
651277,0,0,0
962480,0,0,0
692992,0,7,8
111899,1,3,4
120164,0,7,8
768113,0,7,8
156879,0,1,8
427358,1,6,8
364153,0,6,8
424526,0,5,8
838032,0,4,8
615327,0,4,8
263921,0,6,8
994679,1,2,7
549598,1,3,6
834760,0,8,8
607123,0,6,8
789001,0,7,8
134470,0,5,8
164374,0,6,8
498573,1,4,8
822749,0,8,8
537421,1,6,7
126526,1,0,0
240760,0,5,8
882725,0,7,8
196240,0,6,8
914799,0,4,8
867284,0,1,8
232317,1,0,0
551296,0,6,8
272848,0,7,8
278307,0,8,8
410938,0,6,8
880709,0,1,8
116562,0,2,8
891105,0,0,0
272001,0,6,8
492036,1,2,5
568329,0,6,8
182148,0,4,8
356460,0,6,8
860206,0,3,8
595980,0,6,8
586446,0,5,8
407999,0,7,8
514451,0,5,8
494438,1,1,2
226710,0,5,8
900505,0,3,8
226360,0,6,8
585039,0,7,8
114857,0,6,8
304870,0,1,8
160154,0,5,8
322501,0,6,8
364049,0,6,8
251211,0,3,8
656027,0,6,8
395324,0,6,8
538795,0,3,8
363780,0,2,8
711129,0,0,0
344039,0,2,8
906267,0,8,8
297621,0,6,8
489459,1,0,0
428402,0,5,8
216359,0,1,8
424270,0,3,8
549200,1,6,5
288530,0,5,8
350901,0,4,8
388140,0,6,8
646137,0,4,8
331699,0,5,8
521949,1,2,3
835566,1,2,3
356955,0,5,8
718972,0,6,8
826136,0,6,8
278983,0,6,8
584880,0,4,8
212553,0,1,8
398846,0,4,8
541961,0,7,8
549715,0,5,8
883376,0,4,8
375540,0,4,8
477676,0,7,8
628618,0,7,8
918163,0,7,8
489301,1,6,8
162420,0,6,8
259252,0,4,8
203625,0,4,8
323792,1,0,0
124088,0,6,8
945064,0,6,8
148570,1,6,7
352653,0,6,8
405699,0,6,8
815328,0,3,8
880740,0,4,8
623071,0,4,8
708892,0,4,8
237586,1,4,4
364895,0,6,8
771960,0,7,8
360744,1,0,0
409684,0,5,8
909328,0,5,8
177962,0,6,8
101768,0,1,8
793423,0,7,8
642738,0,2,8
251195,0,5,8
935313,0,1,8
257236,0,8,8
626068,0,1,8
217401,1,2,5
563633,0,4,8
757879,0,6,8
591234,0,2,8
497576,0,4,8
126466,0,6,7
320576,0,7,8
497226,1,2,2
794480,0,4,8
830225,0,6,7
406988,1,0,0
423336,0,5,8
377724,0,5,8
800137,0,6,8
232685,0,6,8
784782,0,7,8
991924,0,7,8
257862,0,4,8
479960,0,4,8
109552,0,4,8
915198,0,5,7
152276,0,6,8
475175,0,4,8
593421,0,7,8
872676,0,7,8
175488,0,6,8
561654,0,9,8
719850,0,0,0
721372,0,6,8
706970,0,0,0
289133,0,6,8
733907,0,1,8
939428,0,6,8
754416,0,5,8
658546,0,5,8
802860,0,7,8
895878,0,6,8
484446,0,7,8
116932,0,6,8
281608,0,7,8
506572,0,7,8
618877,0,1,8
782393,0,6,8
196992,0,5,8
255267,0,6,8
789120,0,7,8
445783,1,0,0
429692,1,2,5
997654,0,5,8
832921,0,7,8
324900,0,1,8
572668,0,5,8
185774,0,7,8
170534,0,0,0
111022,0,4,8
419377,0,5,8
797078,0,6,8
428757,0,6,8
131560,0,5,8
963690,0,4,8
277094,0,6,8
696096,0,5,8
174925,1,0,0
717359,0,2,8
518834,0,6,8
539125,1,5,7
399372,0,5,8
845807,0,5,8
969586,0,7,8
556164,0,4,8
345572,0,6,8
428853,0,7,8
888049,0,6,8
184456,0,5,8
873426,1,0,0
334324,0,4,8
396867,0,1,8
865798,1,0,0
496675,0,4,8
265566,0,5,8
301301,0,6,8
931914,0,7,8
556865,0,4,8
230693,0,6,8
810693,0,3,7
921903,0,0,0
185857,0,6,8
947001,0,7,8
156980,0,3,8
336724,0,6,8
389081,1,0,0
859730,0,7,8
344464,0,5,8
304779,0,6,8
302158,0,7,8
474333,0,6,8
620122,0,6,8
692328,0,5,8
920100,0,5,8
799781,0,6,8
385912,0,4,8
929410,0,7,8
912939,1,3,7
418327,0,6,8
804536,0,7,8
141945,0,6,8
796484,0,5,8
763341,0,7,8
659419,0,6,8
798433,0,8,8
220139,1,0,0
385358,0,4,8
312048,0,6,8
480259,0,4,8
501976,0,4,8
502376,0,5,8
425477,0,0,0
585082,0,4,8
451961,0,0,0
604461,0,5,8
834304,0,6,8
773418,0,5,8
841770,0,1,8
754042,0,5,8
642002,0,6,8
369229,0,6,8
551946,0,7,8
542043,0,5,8
840866,0,6,8
108625,0,7,8
624407,0,6,8
950446,0,7,8
822956,0,6,8
631543,0,8,8
440642,0,5,8
966953,0,5,8
933259,0,4,8
244367,0,8,8
298181,0,6,8
793904,0,7,8
921059,0,3,8
334997,0,7,8
328446,0,5,8
925504,0,5,8
693133,0,7,8
499890,0,5,8
406810,0,7,7
545947,0,7,8
800610,0,4,8
209787,0,6,8
947497,0,6,8
943195,1,3,3
386342,0,7,8
557519,0,7,8
260408,0,6,8
672236,0,6,8
585316,0,4,8
268129,0,5,8
506252,0,4,8
203306,0,3,8
694241,0,7,8
297306,0,5,8
814894,0,2,8
220892,0,5,8
387307,0,4,8
725835,0,7,8
894322,0,3,7
137646,0,5,8
712874,1,0,0
828967,0,7,8
344413,0,5,8
968253,0,5,8
167578,0,5,8
648380,0,5,8
379836,0,6,8
159397,0,5,7
585975,0,6,8
126424,0,5,8
149174,0,1,8
975407,0,5,8
296097,1,4,5
129827,0,5,8
491643,0,1,8
175902,0,2,8
794625,0,0,0
106218,0,6,8
283437,0,6,8
631100,0,1,8
903534,0,5,8
955087,0,4,8
142434,1,1,1
846458,0,5,8
473775,0,7,8
627354,0,7,8
131098,0,5,8
621823,0,3,8
750130,0,7,8
817069,0,3,8
949821,0,4,8
662936,0,5,8
985707,0,3,8
895080,0,1,8
424793,0,4,8
106509,1,2,8
967443,0,5,8
152355,0,4,8
511875,0,6,8
913156,0,5,8
838634,0,6,8
404106,0,7,8
164192,0,4,8
777197,0,6,8
878240,0,6,8
122173,0,0,0
478108,0,8,8
292061,0,5,8
320377,1,0,0
936044,1,0,0
353308,0,1,7
646399,0,5,8
331560,0,7,8
363967,0,3,8
465864,0,2,8
981427,0,6,8
277826,0,0,0
135257,0,2,8
715792,1,6,6
175017,0,5,8
564114,0,6,8
450125,1,0,0
228896,0,4,8
271235,0,3,8
382252,0,8,8
626030,0,5,8
492973,0,3,8
290465,0,7,8
329910,0,2,8
503257,0,4,8
357059,0,7,8
507005,0,7,8
103490,0,6,8
922047,0,4,8
805902,0,1,8
107119,0,7,8
584727,0,6,8
677901,1,1,1
742666,0,1,8
270499,0,6,8
665454,0,1,8
126100,1,0,0
761305,1,0,0
568525,0,5,8
947763,0,2,8
994803,1,0,0
667781,0,6,8
537013,0,6,8
978040,0,2,8
685518,1,2,5
300623,1,2,3
834943,0,5,8
239605,0,6,8
365208,0,1,8
914044,0,6,8
411586,0,7,8
472824,0,6,8
900083,0,4,8
911503,0,6,8
712426,0,6,8
512097,0,7,8
643059,0,8,8
246187,0,6,8
333295,0,5,8
815643,0,6,8
688533,0,6,8
677329,0,5,8
953448,0,3,8
732808,0,8,8
764595,0,6,8
738431,0,6,8
334437,0,7,8
989746,0,5,8
476068,0,7,8
735263,0,6,8
739352,0,5,8
201436,1,1,2
380788,1,3,5
380954,0,2,8
509810,0,5,8
735038,0,8,8
310833,1,0,0
459404,0,4,8
620969,0,2,8
762072,0,4,8
672600,0,5,8
194493,0,6,8
693922,0,5,8
454514,0,4,8
753141,0,5,8
931701,1,0,0
208368,0,2,8
795084,0,3,8
828924,0,3,8
139699,0,1,8
815381,0,0,0
819842,0,6,8
758789,0,5,8
390480,0,2,8
413994,0,6,8
683838,0,5,8
480957,0,5,8
956233,1,0,0
434807,0,9,8
695162,1,3,4
950707,0,6,8
638469,0,8,8
130497,0,3,8
128587,0,3,8
576110,0,5,8
471944,1,0,0
843378,0,6,8
700650,1,4,4
942191,1,3,8
237402,0,7,8
353076,0,3,8
878575,0,7,8
340802,0,6,8
486831,0,5,8
952696,0,2,8
173398,0,5,8
832301,0,6,8
851499,1,3,7
535151,0,5,8
881362,0,5,8
678205,0,4,8
312744,0,1,8
910416,0,1,8
999940,0,3,8
222490,0,5,8
550539,0,3,8
687984,0,0,0
882911,0,4,8
751718,0,6,7
976007,0,6,8
647956,0,3,8
981691,0,4,8
145017,0,1,8
193827,0,5,8
594672,0,7,8
667314,1,4,5
452342,0,5,8
699751,0,5,8
330278,0,4,8
467894,0,0,0
160640,0,4,7
452994,0,2,8
601341,0,5,8
641039,0,3,8
737542,0,6,8
497281,0,3,8
687401,0,6,8
462036,0,4,8
565634,1,0,0
412880,0,5,8
558040,0,5,7
994940,0,7,8
732231,0,5,8
395622,0,7,8
812894,0,5,8
888357,0,7,8
404805,0,3,8
866455,0,5,8
163137,1,0,0
837615,1,0,0
164947,0,6,8
109517,0,5,8
801788,0,5,8
865198,0,6,8
272289,1,0,0
718752,0,6,8
750199,1,5,7
191044,1,1,1
220822,0,7,8
477654,0,5,8
755290,0,6,8
790165,0,6,8
131772,0,5,8
291831,1,0,0
736220,0,1,8
184959,0,5,8
904704,0,5,8
501490,0,7,8
123151,1,0,0
727348,0,5,8
481590,0,3,8
483125,0,5,8
688319,0,4,8
800196,0,1,8
148677,0,0,0
517739,0,5,8
640009,0,3,8
398351,0,8,8
770759,1,2,2
669894,0,7,8
643476,0,3,8
993266,0,8,8
808096,0,8,8
833322,0,6,8
853438,0,4,8
887209,0,6,8
912712,0,5,8
678991,1,0,0
895821,1,0,0
479445,0,7,8
757696,0,5,8
254361,0,6,8
380262,0,6,8
274765,0,2,8
665024,0,4,8
958544,0,5,8
